city;postal_code;sex;date_of_birth;working;form_of_employment;pyt_1;pyt_2;pyt_3
Łódź;92-210;f;1969-08-15;False;;0;0;1
Szczyrk;43-370;f;1959-04-25;True;full-time;3;1;5
Lubrza;66-218;f;1967-08-22;True;full-time;2;0;7
Katowice;40-171;m;1998-11-21;False;;0;0;6
Kraków;31-421;f;1980-09-25;False;;2;1;3
Gdynia;81-650;m;1961-03-20;True;freelancer;2;1;0
Katowice;40-748;m;1973-03-24;True;full-time;3;0;2
Gnojnik;32-864;m;1980-07-22;True;freelancer;3;0;7
Bytom;41-914;m;1980-11-28;True;freelancer;3;2;8
Cekcyn;89-511;f;1995-12-20;False;;3;0;6
Warszawa;03-574;f;1959-09-02;True;self-employment;3;0;6
Leszno;64-104;f;1971-06-20;True;self-employment;3;1;4
Wrocław;53-310;m;1973-08-24;False;;0;0;6
Gdańsk;80-894;m;1960-04-09;False;;1;0;0
Rzeszów;35-507;f;1991-04-27;True;freelancer;3;2;3
Kraków;31-586;m;1981-06-30;True;self-employment;0;2;4
Mysłowice;41-404;m;1992-12-10;True;freelancer;1;1;6
Bydgoszcz;85-151;m;1972-12-03;False;;3;0;4
Sosnowiec;41-200;m;1986-07-22;False;;0;1;1
Jaworzyna Śląska;58-140;m;1993-12-03;True;self-employment;2;1;2
Warszawa/Wesoła;05-075;f;1971-02-06;True;freelancer;2;2;6
Poznań;61-561;f;1995-08-17;False;;0;1;5
Warszawa;04-792;f;1985-01-20;False;;2;2;6
Szczecin;70-713;m;1996-10-20;False;;0;0;5
Warszawa;03-001;f;1973-11-18;False;;2;2;8
Poznań;61-154;m;1985-01-10;True;freelancer;3;1;5
Bydgoszcz;85-885;m;1981-06-04;False;;0;2;8
Łódź;93-452;f;1971-01-06;False;;2;2;7
Chorzów;41-506;m;1977-01-22;False;;2;2;0
Tarnowskie Góry;42-612;m;1986-01-07;True;freelancer;1;0;4
Poznań;61-001;f;1963-02-17;False;;3;0;8
Lublin;20-827;f;1989-11-06;False;;3;1;1
Templewo;66-307;f;1972-09-13;False;;3;0;6
Zabrze;41-807;m;1997-05-12;False;;2;0;9
Warszawa;02-495;f;1965-07-21;False;;3;1;0
Warszawa;04-545;m;1958-12-13;True;freelancer;2;1;0
Opole;45-234;f;1973-12-29;False;;2;2;0
Łódź;90-503;f;1989-03-16;True;full-time;2;2;1
Warszawa;01-426;m;1982-12-22;True;full-time;2;2;0
Jastrzębie-Zdrój;44-268;m;1958-09-14;False;;2;0;5
Katowice;40-578;m;1967-07-30;False;;3;2;4
Bydgoszcz;85-796;f;1984-08-03;True;freelancer;3;1;3
Gdańsk;80-154;f;1978-12-05;True;full-time;0;1;4
Jaworzno;43-608;m;1967-04-09;False;;1;1;6
Poznań;60-101;f;1998-04-17;True;full-time;0;1;8
Jastrzębie-Zdrój;44-338;f;1994-11-29;True;self-employment;0;1;5
Wrocław;51-636;m;1977-01-23;True;freelancer;3;1;7
Warszawa;02-776;m;1996-12-16;False;;0;0;7
Kraków;31-028;m;1985-05-27;True;freelancer;2;1;1
Ruda Śląska;41-710;m;1960-02-15;False;;3;2;4
Kielce;25-138;f;1970-12-23;True;self-employment;2;0;0
Wrocław;50-061;m;1982-02-18;True;freelancer;1;0;9
Koszalin;75-377;f;1994-02-17;False;;3;0;7
Wrocław;54-201;m;1968-06-28;True;self-employment;0;0;0
Poznań;60-149;f;1983-06-16;True;freelancer;2;0;9
Gdynia;81-351;m;1982-03-16;False;;3;1;7
Gdynia;81-454;f;1986-10-23;False;;1;0;2
Łódź;91-426;f;1973-12-30;True;self-employment;3;0;8
Bydgoszcz;85-436;m;1988-04-06;True;self-employment;1;2;5
Warszawa;03-982;m;1989-02-01;True;self-employment;2;2;8
Olsztyn;10-203;m;1996-04-17;False;;0;2;7
Warszawa;02-709;f;1975-10-19;True;freelancer;1;0;5
Kraków;30-706;m;1967-04-21;True;full-time;2;0;8
Katowice;40-239;f;1998-01-25;False;;1;1;8
Poznań;60-122;f;1982-05-03;True;self-employment;2;2;4
Kraków;31-408;f;1993-08-04;True;self-employment;2;0;7
Lublin;20-258;m;1969-03-21;False;;3;2;1
Bielsko-Biała;43-316;m;1978-03-08;True;full-time;1;1;2
Gdynia;81-335;m;1991-04-30;False;;1;0;2
Katowice;40-230;f;1972-06-03;False;;3;2;9
Opole;45-061;m;1998-01-21;True;freelancer;3;0;1
Łódź;90-103;f;1969-08-11;True;freelancer;0;0;5
Warszawa;04-029;f;1986-07-27;True;freelancer;1;2;2
Bydgoszcz;85-133;f;1958-06-27;False;;2;0;6
Warszawa;02-833;m;1968-04-08;False;;3;2;1
Bydgoszcz;85-163;f;1972-09-17;True;full-time;3;1;8
Bielsko-Biała;43-382;f;1961-06-18;False;;2;1;9
Olsztyn;10-090;m;1975-09-25;False;;0;1;7
Gdańsk;80-180;f;1984-11-21;False;;3;1;8
Bielsko-Biała;43-346;m;1972-10-18;True;full-time;2;2;0
Lublin;20-815;f;1988-07-26;True;freelancer;3;0;1
Lublin;20-510;m;1987-04-16;False;;1;0;2
Lublin;20-085;f;1967-01-26;True;full-time;2;1;6
Rzeszów;35-205;m;1998-02-11;False;;0;1;5
Opole;45-284;f;1962-02-01;True;self-employment;2;2;5
Katowice;40-562;m;1974-04-01;False;;3;0;8
Chojnice;89-620;f;1984-05-21;False;;3;2;9
Szczecin;71-784;f;1985-12-16;False;;1;0;5
Poznań;61-333;f;1986-06-19;True;full-time;3;2;3
Białystok;15-790;m;1980-07-16;False;;3;2;7
Poznań;60-465;m;1970-11-29;False;;3;0;5
Łódź;90-341;f;1994-05-22;False;;2;1;4
Bielsko-Biała;43-300;m;1986-05-03;True;full-time;0;0;6
Bydgoszcz;85-383;f;1986-09-14;True;freelancer;2;2;4
Warszawa;01-466;f;1984-02-03;False;;1;1;0
Gdańsk;80-025;m;1980-09-29;True;self-employment;2;1;1
Kraków;30-624;m;1969-01-25;True;full-time;0;1;8
Warszawa;02-746;f;1966-05-12;False;;2;0;0
Adamów;22-442;m;1972-07-16;False;;3;0;6
Tarnowskie Góry;42-600;f;1987-02-04;True;freelancer;3;2;1
Kościan;64-000;f;1973-04-01;True;freelancer;1;2;3
Białystok;15-646;f;1981-10-04;False;;2;0;4
Rybnik;44-213;m;1987-10-25;True;self-employment;3;0;3
Kraków;31-052;f;1984-05-08;True;self-employment;2;2;1
Poznań;60-844;m;1987-01-04;True;full-time;1;1;0
Leszno;64-103;m;1986-12-30;True;freelancer;3;2;8
Hyżne;36-024;f;1961-01-25;True;self-employment;0;2;6
Kraków;30-698;m;1958-02-02;False;;2;0;4
Wrocław;52-117;f;1971-06-02;False;;2;0;4
Radom;26-604;f;1990-01-09;False;;0;0;7
Jastrzębie-Zdrój;44-337;f;1975-07-03;True;freelancer;3;2;3
Lublin;20-218;f;1996-12-12;False;;2;2;4
Góra Świętej Anny;47-154;m;1983-09-23;False;;2;2;5
Gdynia;81-269;f;1979-11-07;False;;1;0;7
Kraków;30-337;f;1974-11-02;False;;1;0;2
Siemianowice Śląskie;41-100;m;1979-03-19;True;self-employment;0;2;6
Wrocław;52-132;f;1965-03-01;True;freelancer;0;1;7
Łódź;93-203;m;1972-04-27;False;;2;0;8
Koszalin;75-678;f;1973-04-27;False;;3;1;9
Kraków;30-409;m;1979-06-19;True;freelancer;1;1;1
Żelazków;62-817;f;1990-04-14;True;full-time;0;1;5
Warszawa;04-232;f;1979-05-09;True;freelancer;2;0;9
Sopot;81-855;m;1968-11-15;False;;2;1;2
Wrocław;50-417;f;1964-12-21;True;self-employment;3;2;2
Bolesław;33-220;f;1998-05-01;False;;2;0;2
Kraków;31-479;m;1976-11-20;False;;1;0;1
Szczecin;71-784;f;1966-10-15;True;full-time;1;1;0
Białystok;15-171;f;1961-10-11;False;;3;2;1
Lublin;20-027;m;1999-03-29;False;;2;0;9
Łódź;94-232;f;1992-03-27;False;;3;2;9
Katowice;40-148;f;1983-08-09;False;;0;1;1
Wrocław;51-117;m;1999-08-08;False;;1;1;4
Białystok;15-133;m;1999-06-24;False;;3;0;2
Gdynia;81-063;m;1995-12-06;True;freelancer;0;2;4
Szczecin;70-892;m;1965-11-14;False;;1;1;6
Sianów;76-004;m;1967-12-07;False;;3;2;7
Łódź;92-334;f;1980-04-03;False;;0;1;3
Opole;45-712;f;1979-08-03;True;freelancer;3;1;9
Poznań;61-321;m;1991-03-13;False;;2;1;1
Szczecin;70-351;m;1981-09-18;False;;3;0;1
Łódź;92-412;m;1987-01-23;True;full-time;1;0;0
Bydgoszcz;85-435;f;1984-12-24;True;freelancer;1;1;2
Będzin;42-500;f;1984-04-05;True;freelancer;0;2;1
Mysłowice;41-406;m;1996-03-04;False;;3;0;6
Łódź;93-370;m;1989-11-22;True;self-employment;3;0;8
Warszawa;01-481;f;1975-02-11;False;;2;0;6
Koszalin;75-509;m;1985-03-12;False;;3;1;8
Kraków;30-014;m;1985-08-02;False;;0;1;9
Łódź;91-181;m;1978-05-17;True;self-employment;0;0;9
Gdańsk;80-737;f;1960-06-21;True;self-employment;2;0;9
Poznań;60-810;f;1997-11-04;False;;3;0;4
Łódź;91-205;m;1976-06-17;True;self-employment;3;1;6
Kraków;30-898;f;1983-06-25;True;self-employment;0;0;2
Łódź;93-277;m;1996-07-19;True;freelancer;1;0;5
Kraków;30-384;f;1965-12-28;False;;0;2;0
Łódź;90-735;f;1996-01-17;False;;1;1;6
Białystok;15-594;f;1995-05-29;False;;1;1;7
Łódź;90-965;m;1978-11-20;True;full-time;0;2;9
Radom;26-610;f;1976-01-13;True;full-time;2;1;9
Kraków;30-450;m;1972-04-29;True;freelancer;1;0;1
Wieniec;87-814;m;1989-02-26;True;freelancer;2;2;6
Wrocław;51-351;m;1994-09-22;False;;3;0;0
Gdynia;81-254;f;1958-06-05;True;full-time;1;1;1
Warszawa;02-495;m;1999-02-27;False;;3;1;6
Szczecin;70-636;f;1959-06-27;False;;0;0;9
Strumień;43-246;f;1990-07-06;True;freelancer;0;0;9
Sucha Beskidzka;34-200;f;1975-01-09;False;;3;2;1
Ruda Śląska;41-717;f;1972-01-07;False;;1;1;4
Szczecin;71-771;f;1980-07-23;False;;1;1;1
Kraków;30-508;f;1978-05-16;False;;0;1;9
Gdańsk;80-830;m;1970-06-22;True;self-employment;3;2;8
Poznań;60-343;f;1984-03-20;True;full-time;1;1;6
Rzeszów;35-101;f;1986-06-11;False;;1;2;1
Kraków;30-698;m;1972-06-22;True;full-time;2;0;1
Lisków;62-850;m;1974-05-22;True;self-employment;2;1;3
Warszawa;01-493;f;1983-11-22;True;self-employment;1;0;5
Kielce;25-139;m;1971-07-15;True;freelancer;2;2;3
Szczecin;70-789;m;1988-06-28;True;self-employment;1;0;4
Częstochowa;42-202;m;1965-02-03;False;;0;0;1
Poznań;61-412;f;1966-06-25;True;self-employment;3;0;3
Warszawa;03-289;f;1977-10-15;False;;3;2;7
Łódź;93-480;f;1969-01-25;False;;1;1;3
Warszawa;01-493;m;1974-08-16;False;;1;1;8
Stalowa Wola;37-462;m;1972-11-14;False;;1;0;5
Poznań;60-454;m;1982-01-08;False;;0;1;8
Radom;26-604;m;1977-07-29;True;full-time;1;0;1
Warszawa/Wesoła;05-075;f;1961-03-20;False;;2;2;5
Zabrze;41-800;f;1995-08-17;False;;3;0;6
Warszawa;03-933;f;1958-06-24;False;;3;0;9
Bielsko-Biała;43-300;f;1983-12-24;False;;2;2;8
Łódź;90-570;f;1967-06-17;True;full-time;2;1;8
Bydgoszcz;85-229;f;1974-03-10;False;;2;2;0
Wrocław;50-416;f;1999-01-20;False;;0;1;5
Kędzierzyn-Koźle;47-220;f;1971-05-28;True;self-employment;2;0;6
Gdynia;81-633;f;1972-05-07;True;full-time;3;1;4
Warszawa;01-494;m;1989-12-10;True;freelancer;1;2;9
Łódź;91-503;f;1963-05-15;False;;3;0;9
Poznań;60-915;m;1964-02-26;False;;1;0;0
Warszawa/Wesoła;05-077;f;1979-07-17;True;freelancer;1;1;5
Radom;26-610;m;1965-08-20;False;;3;1;7
Warszawa;02-198;f;1988-11-15;True;full-time;3;1;4
Katowice;40-748;f;1975-10-18;True;freelancer;2;0;7
Warszawa;02-187;m;1997-07-04;False;;2;1;3
Rytel;89-642;f;1987-09-19;True;self-employment;2;2;0
Wrocław;54-110;m;1990-09-27;True;full-time;2;1;7
Kraków;30-437;f;1989-04-07;True;freelancer;2;2;3
Kraków;31-764;f;1989-03-01;False;;0;2;6
Gdańsk;80-299;f;1995-03-13;False;;1;1;2
Białystok;15-580;m;1981-01-17;False;;0;0;4
Kraków;30-383;m;1968-09-04;True;self-employment;2;0;1
Gliwice;44-100;m;1994-11-23;True;full-time;1;0;8
Olsztyn;10-686;m;1979-06-05;True;full-time;2;2;3
Kasinka Mała;34-734;f;1986-08-30;False;;3;0;2
Lublin;20-634;f;1970-12-29;False;;0;1;4
Wrocław;51-507;m;1964-05-04;False;;1;2;3
Poznań;60-529;f;1960-12-28;True;freelancer;1;0;1
Kraków;30-713;f;1984-05-28;False;;1;2;8
Białystok;15-114;f;1968-06-20;False;;3;2;3
Warszawa;01-499;f;1979-06-11;False;;2;1;4
Warszawa;03-361;m;1981-12-23;False;;3;1;6
Poznań;61-492;m;1964-06-21;True;full-time;0;0;8
Gdańsk;80-883;m;1994-12-09;False;;1;1;2
Poznań;60-561;m;1958-06-10;False;;3;0;8
Porąbka;43-353;m;1995-10-17;False;;0;0;3
Źlinice;46-061;m;1991-11-02;True;self-employment;0;1;9
Rossosz;21-533;m;1992-02-12;True;self-employment;3;1;6
Koszalin;75-124;f;1964-10-22;False;;2;0;5
Poznań;60-468;f;1965-11-10;False;;2;0;7
Lublin;20-830;f;1962-08-27;True;self-employment;1;0;1
Radom;26-613;m;1962-01-17;False;;3;2;1
Warszawa;03-610;f;1988-07-04;True;freelancer;1;1;2
Aleksandrów Kujawski;87-712;m;1963-09-18;True;self-employment;1;2;7
Bińcze;77-324;f;1962-01-02;False;;3;1;5
Sadki;89-110;m;1961-11-02;False;;3;2;8
Szczecin;70-840;m;1959-12-30;False;;3;2;5
Racibórz;47-400;m;1979-07-27;True;full-time;0;0;0
Kielce;25-434;m;1962-08-05;True;full-time;2;2;3
Łódź;93-254;m;1995-07-31;False;;0;1;0
Sopot;81-712;f;1982-07-05;False;;0;0;4
Gdynia;81-537;f;1973-09-15;False;;1;1;9
Kraków;30-544;m;1971-02-19;True;freelancer;0;0;8
Warszawa;02-552;m;1973-06-13;True;freelancer;0;2;2
Lublin;20-523;m;1968-08-06;True;self-employment;1;2;1
Zagórz;38-540;f;1985-02-16;False;;0;1;3
Warszawa;03-926;m;1982-08-13;True;self-employment;1;2;4
Poznań;60-184;f;1971-08-01;True;freelancer;2;0;7
Łódź;90-427;f;1995-03-07;True;full-time;2;0;1
Kaźmierz;64-530;f;1969-11-07;True;self-employment;1;1;9
Białystok;15-050;m;1971-05-21;False;;3;2;7
Dąbrowa Górnicza;41-303;m;1959-06-15;True;full-time;1;0;7
Białystok;15-156;f;1988-07-14;True;full-time;1;2;5
Opole;45-018;m;1976-11-16;True;freelancer;1;1;0
Bytom;41-935;m;1981-07-12;False;;3;2;7
Izbica;22-375;m;1960-06-02;True;self-employment;2;2;4
Łódź;91-142;f;1976-08-24;False;;2;2;8
Warszawa;03-162;m;1990-12-26;True;full-time;0;2;6
Gdynia;81-577;m;1969-10-30;True;freelancer;1;1;9
Winnica;06-120;f;1996-02-11;True;self-employment;2;0;2
Warszawa;01-538;f;1989-08-05;True;full-time;1;1;0
Poznań;60-472;f;1993-07-19;True;full-time;3;0;2
Kraków;30-383;f;1993-10-25;True;freelancer;1;1;3
Wrocław;52-029;m;1975-12-11;False;;0;1;6
Dorohusk;22-175;f;1982-10-12;True;full-time;1;2;2
Mikołów;43-190;m;1961-10-15;False;;0;0;5
Grudziądz;86-300;f;1996-04-11;True;self-employment;0;0;2
Koszalin;75-017;m;1988-01-19;True;freelancer;0;2;4
Kraków;31-320;f;1963-04-11;True;full-time;1;0;5
Jaworzno;43-607;m;1978-02-14;True;self-employment;0;2;4
Kraków;30-383;m;1995-11-10;False;;3;0;0
Białystok;15-575;m;1976-07-23;True;freelancer;0;2;0
Poznań;60-661;f;1962-01-22;False;;0;1;7
Warszawa;03-036;m;1997-01-25;False;;0;2;1
Szczecin;70-102;m;1970-11-10;False;;0;1;6
Lublin;20-043;f;1997-04-20;False;;2;2;3
Sosnowiec;41-200;f;1998-11-17;True;self-employment;3;1;4
Brzeg;49-306;m;1971-12-14;True;full-time;1;2;9
Wrocław;52-115;m;1991-04-14;True;full-time;3;2;8
Poznań;60-412;m;1997-05-02;True;full-time;1;0;4
Kraków;30-670;f;1993-09-24;False;;2;0;6
Siemianowice Śląskie;41-100;m;1973-09-05;False;;3;2;4
Łódź;91-034;f;1958-08-09;True;full-time;1;0;6
Rzeszów;35-959;f;1993-03-30;False;;1;0;5
Reszel;11-440;f;1958-07-22;False;;2;0;9
Łódź;94-007;f;1975-08-27;True;self-employment;2;1;3
Lublin;20-838;f;1968-08-15;False;;1;2;4
Opole;45-726;m;1962-05-26;False;;0;2;2
Bydgoszcz;85-147;f;1982-11-28;True;self-employment;0;1;8
Lublin;20-100;m;1972-05-11;False;;2;0;9
Opole;45-710;f;1962-01-01;False;;1;1;8
Warszawa;04-865;f;1983-12-09;False;;1;1;6
Poznań;61-423;m;1970-10-15;False;;2;0;3
Karłowice;46-037;f;1982-06-29;True;freelancer;2;2;5
Łódź;92-635;f;1974-02-20;False;;2;2;6
Kwidzyn;82-500;f;1969-06-15;False;;3;1;2
Poznań;60-456;m;1980-10-17;True;freelancer;3;0;7
Lublin;20-222;m;1991-06-28;True;full-time;1;2;3
Łódź;93-504;f;1962-03-25;True;self-employment;0;2;3
Zawiercie;42-400;m;1980-01-22;True;self-employment;0;2;4
Koszalin;75-223;m;1959-06-09;False;;3;1;8
Tarnowskie Góry;42-609;m;1960-06-22;True;full-time;2;2;3
Łódź;91-304;m;1996-03-26;True;full-time;0;0;2
Łódź;91-481;f;1976-04-05;False;;3;1;1
Katowice;40-748;m;1977-08-15;False;;2;2;2
Ruda Śląska;41-707;f;1968-05-26;True;self-employment;0;2;6
Prabuty;82-550;m;1979-06-23;True;self-employment;2;1;3
Kraków;31-464;f;1970-10-11;True;full-time;1;2;1
Bielsko-Biała;43-300;m;1971-04-06;True;freelancer;1;0;1
Warszawa;02-796;f;1999-02-06;False;;3;2;0
Koło;62-602;m;1998-08-05;True;full-time;1;2;8
Sosnowiec;41-208;f;1990-03-02;True;freelancer;0;0;2
Ruda Śląska;41-712;m;1970-01-17;True;self-employment;3;1;9
Warszawa;03-699;m;1976-06-14;True;freelancer;0;2;3
Kędzierzyn-Koźle;47-206;m;1992-08-10;False;;1;1;9
Zakliczyn;32-840;m;1991-12-25;True;self-employment;2;0;3
Będzin;42-504;f;1980-02-07;True;self-employment;0;1;7
Konopiska;42-274;f;1988-03-17;True;freelancer;2;2;3
Szczecin;70-764;m;1985-12-22;True;freelancer;3;2;6
Szczecin;70-704;f;1973-02-25;True;full-time;3;1;0
Olsztyn;10-306;m;1978-08-19;False;;0;1;6
Katowice;40-118;m;1987-06-26;False;;0;0;3
Zabrze;41-803;m;1965-08-02;True;freelancer;2;1;6
Szczecin;71-225;m;1979-10-13;True;self-employment;3;0;6
Zabrze;41-800;f;1960-07-08;False;;1;2;5
Warszawa;04-445;f;1975-10-28;True;self-employment;2;1;5
Kraków;31-348;f;1993-03-21;False;;2;2;3
Warszawa;01-612;m;1989-02-25;True;full-time;3;2;6
Poznań;61-581;m;1987-05-13;False;;0;0;7
Warszawa;01-613;f;1963-04-07;True;full-time;2;2;8
Warszawa;03-710;m;1964-01-22;False;;2;1;8
Warszawa;03-046;m;1979-06-23;False;;1;1;0
Szczecin;70-623;m;1975-10-22;True;full-time;3;1;4
Suwałki;16-431;f;1970-07-14;True;full-time;1;0;6
Białystok;15-513;m;1970-07-29;False;;0;1;9
Kraków;31-547;f;1983-12-14;True;freelancer;1;1;6
Gdańsk;80-460;m;1979-07-27;False;;2;2;5
Białystok;15-157;m;1961-10-14;True;full-time;3;0;7
Koszalin;75-668;f;1970-12-18;False;;2;0;9
Wrocław;50-223;m;1998-02-13;False;;3;0;8
Sadlno;62-619;f;1969-08-13;False;;2;1;6
Nowy Sącz;33-300;m;1965-08-14;False;;2;1;6
Bielsko-Biała;43-344;m;1975-06-12;False;;3;0;0
Kraków;31-920;m;1992-11-26;False;;3;2;8
Błędów;05-620;f;1971-08-25;True;full-time;1;0;6
Gdynia;81-572;f;1980-03-04;False;;3;1;0
Lublin;20-382;f;1981-12-15;True;freelancer;2;0;5
Bielsko-Biała;43-300;f;1977-12-05;True;freelancer;1;2;4
Mikołów;43-190;f;1978-04-28;True;freelancer;3;1;0
Łódź;91-179;m;1959-01-23;True;full-time;2;1;3
Mysłowice;41-412;f;1964-09-18;True;self-employment;0;2;6
Chorzów;41-500;f;1968-12-14;True;freelancer;2;2;0
Kielce;25-005;f;1996-03-09;False;;3;0;0
Kraków;30-022;m;1994-07-04;True;self-employment;3;1;9
Kraków;30-218;m;1996-05-26;True;self-employment;1;0;0
Katowice;40-581;m;1994-05-28;False;;2;1;1
Poznań;61-659;f;1995-12-15;True;freelancer;0;2;4
Warszawa;04-424;m;1985-10-13;True;self-employment;0;1;8
Kraków;30-376;m;1998-02-24;False;;3;0;8
Łódź;93-319;f;1978-04-15;True;full-time;2;1;6
Bielsko-Biała;43-300;m;1996-05-04;False;;2;1;1
Warszawa;01-641;f;1982-07-20;True;self-employment;1;0;9
Kraków;30-817;f;1980-01-12;True;self-employment;0;0;8
Kraków;31-607;f;1973-10-10;False;;1;0;9
Łódź;93-405;f;1972-08-08;True;full-time;3;0;2
Kraków;31-913;m;1958-02-14;False;;3;1;0
Warszawa;04-961;f;1983-01-07;True;full-time;3;1;5
Warszawa;03-149;m;1980-09-12;False;;1;2;7
Gdańsk;80-514;m;1976-08-18;False;;2;0;7
Poznań;61-489;m;1976-06-30;True;self-employment;3;1;3
Szczecin;70-027;f;1965-02-26;True;freelancer;2;2;1
Wrocław;53-330;m;1982-06-28;True;freelancer;0;0;4
Warszawa;02-805;m;1973-06-15;True;self-employment;0;0;8
Łódź;91-712;f;1964-02-15;True;self-employment;1;1;5
Poznań;61-606;m;1975-05-10;False;;3;2;1
Wrocław;53-013;m;1983-09-14;True;freelancer;2;0;5
Wrocław;50-300;f;1974-05-18;False;;1;1;8
Gdańsk;80-180;m;1999-08-10;False;;0;1;4
Dziadowa Kłoda;56-504;f;1977-04-16;True;full-time;2;1;1
Mysłowice;41-400;f;1972-05-26;True;full-time;2;2;4
Gliwice;44-113;m;1962-11-04;False;;0;1;3
Gnojno;28-114;m;1962-11-30;False;;0;1;2
Łódź;91-528;m;1966-11-04;True;freelancer;3;1;3
Szczecin;71-101;f;1981-12-11;False;;0;0;1
Opole;45-773;f;1965-07-18;False;;0;1;0
Gdańsk;80-680;f;1979-05-14;False;;0;1;4
Bydgoszcz;85-302;m;1958-05-09;True;freelancer;0;2;5
Warszawa;04-564;f;1971-07-02;True;freelancer;2;2;9
Mysłowice;41-409;f;1993-10-23;True;self-employment;1;1;0
Gomunice;97-545;m;1967-12-16;False;;3;1;2
Warszawa;04-602;m;1958-07-16;True;freelancer;0;2;3
Warszawa;04-281;f;1986-07-28;False;;3;1;4
Zabrze;41-800;m;1960-02-29;True;self-employment;2;2;6
Olsztyn;10-344;f;1986-03-11;False;;2;1;6
Kielce;25-538;m;1961-01-20;False;;1;2;7
Koszalin;75-847;f;1970-04-17;True;self-employment;2;2;3
Łódź;93-322;m;1963-02-09;False;;3;2;6
Kujakowice Górne;46-211;f;1970-05-21;True;full-time;0;1;3
Warszawa;01-684;f;1974-07-09;True;full-time;3;0;0
Gdynia;81-417;m;1992-08-10;False;;3;2;9
Chorzów;41-503;m;1994-09-21;False;;3;2;8
Warszawa;03-380;f;1979-11-18;False;;0;0;8
Częstochowa;42-200;f;1995-03-04;False;;3;0;7
Gdańsk;80-288;f;1981-12-06;False;;3;1;3
Białystok;15-367;m;1960-01-24;False;;2;2;4
Racibórz;47-445;m;1958-04-02;True;self-employment;0;2;4
Rzeszów;35-310;m;1963-06-29;True;full-time;1;2;6
Chełm;22-116;f;1967-10-04;True;full-time;3;2;5
Warszawa;04-695;m;1975-07-08;False;;2;1;2
Szczecin;70-535;f;1980-11-12;True;freelancer;2;0;0
Koziegłowy;42-350;m;1965-09-02;False;;3;0;6
Warszawa;04-682;m;1974-01-06;True;self-employment;2;2;0
Raszków;63-440;m;1998-11-06;False;;3;2;0
Łódź;91-719;m;1968-02-21;False;;1;0;8
Łódź;94-218;f;1962-11-28;True;full-time;2;0;7
Rybnik;44-200;f;1982-04-29;True;self-employment;2;2;0
Poznań;61-756;m;1960-12-16;False;;3;1;4
Bydgoszcz;85-625;f;1983-03-01;True;freelancer;1;1;2
Bydgoszcz;85-218;m;1994-09-04;False;;3;0;5
Lublin;20-047;f;1982-11-17;True;full-time;2;0;7
Wrocław;52-209;m;1971-06-19;False;;2;2;4
Warszawa;01-698;f;1964-07-10;False;;2;2;7
Racibórz;47-400;f;1990-09-23;True;self-employment;0;0;3
Lublin;20-439;f;1960-06-16;True;self-employment;3;1;0
Gdynia;81-589;m;1966-08-26;True;freelancer;2;0;2
Konin;62-500;f;1988-01-06;False;;2;1;3
Kościelec;62-604;m;1995-10-25;True;self-employment;0;1;9
Kielce;25-520;m;1995-02-11;True;freelancer;3;1;5
Warszawa;03-424;f;1962-01-12;True;freelancer;2;0;7
Poznań;60-447;f;1978-11-28;False;;3;1;7
Warszawa;02-988;f;1969-03-08;True;self-employment;3;1;2
Warszawa;01-716;f;1991-10-08;False;;0;0;1
Łódź;90-602;f;1998-03-14;True;freelancer;2;0;6
Bydgoszcz;85-028;f;1977-07-09;False;;3;1;4
Białystok;15-629;m;1962-08-17;True;self-employment;2;1;2
Warszawa;02-784;m;1958-02-02;True;self-employment;0;0;3
Warszawa;02-519;f;1998-08-13;False;;2;0;4
Radom;26-612;m;1963-08-02;True;self-employment;2;2;5
Lublin;20-152;f;1973-11-22;True;freelancer;3;1;8
Inowrocław;88-101;m;1974-06-28;False;;3;1;3
Wrocław;54-313;m;1960-07-07;False;;1;2;6
Białystok;15-633;m;1959-03-29;False;;3;2;0
Kraków;31-057;m;1968-05-24;True;full-time;1;1;4
Międzychód;64-400;f;1997-12-28;True;self-employment;1;2;5
Olsztyn;10-580;m;1979-08-18;False;;2;0;6
Lublin;20-868;m;1974-07-15;True;self-employment;1;0;9
Białystok;15-784;m;1962-08-17;False;;3;1;9
Bydgoszcz;85-373;f;1990-02-18;True;self-employment;3;1;6
Poznań;61-818;m;1989-08-25;True;full-time;3;2;2
Warszawa;04-680;m;1998-06-25;True;full-time;0;0;2
Poznań;61-854;m;1988-02-23;False;;0;2;8
Łódź;93-362;f;1985-09-05;False;;2;2;3
Olsztyn;10-032;f;1970-05-04;False;;3;2;6
Rzeszów;35-211;m;1962-02-27;False;;0;0;7
Białystok;15-342;m;1986-10-09;False;;3;0;1
Bydgoszcz;85-189;f;1986-06-27;True;self-employment;0;2;8
Dąbrowa Górnicza;42-523;m;1959-01-28;False;;3;1;5
Kędzierzyn-Koźle;47-200;m;1979-04-12;True;freelancer;3;2;3
Kraków;30-733;f;1974-08-06;True;full-time;0;2;1
Łódź;91-316;f;1978-10-31;True;self-employment;0;2;3
Kraków;31-609;m;1975-07-24;False;;1;1;6
Warszawa;03-204;f;1969-08-17;False;;0;0;3
Zabrze;41-819;f;1972-05-23;False;;3;0;1
Olsztyn;10-294;m;1977-02-25;False;;1;0;6
Olsztyn;10-696;m;1984-12-30;True;full-time;3;1;9
Bielsko-Biała;43-300;m;1984-05-19;False;;2;1;2
